id,Volume,vol_link,title,authors,Details,Pdf link,vol_link,Addition url,date,data of the conference,conference_name,conference_name_long,Place,editors,id,abs_link,abstracts
109,35,http://jmlr.csail.mit.edu/proceedings/papers/v35/,The sample complexity of agnostic learning under deterministic labels,"Shai Ben-David, Ruth Urner","JMLR W&CP 35 :527-542, 2014",http://jmlr.csail.mit.edu/proceedings/papers/v35/ben-david14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v35/,,29th of May 2014 ,"June 13-15, 2014",COLT 2014 Proceedings,27th Annual Conference on Learning Theory,"Barcelona, Spain","Maria Florina Balcan, Vitaly Feldman, Csaba SzepesvÕçri",v35_ben-david14,http://jmlr.csail.mit.edu/proceedings/papers/v35/ben-david14.html,"With the emergence of Machine Learning tools that allow handling data with a huge number of features, it becomes reasonable to assume that, over the full set of features, the true labeling is (almost) fully determined. That is, the labeling function is deterministic, but not necessarily a member of some known hypothesis class. However, agnostic learning of deterministic labels has so far received little research attention. We investigate this setting and show that it displays a behavior that is quite different from that of the fundamental results of the common (PAC) learning setups. First, we show that the sample complexity of learning a binary hypothesis class (with respect to deterministic labeling functions) is not fully determined by the VC-dimension of the class. For any \(d\) , we present classes of VC-dimension \(d\) that are learnable from \({\tilde O}(d/\epsilon)\) -many samples and classes that require samples of size \(\Omega(d/\epsilon^2)\) . Furthermore, we show that in this setup, there are classes for which any proper learner has suboptimal sample complexity. While the class can be learned with sample complexity \({\tilde O}(d/\epsilon)\) , any proper (and therefore, any ERM) algorithm requires \(\Omega(d/\epsilon^2)\) samples. We provide combinatorial characterizations of both phenomena, and further analyze the utility of unlabeled samples in this setting. Lastly, we discuss the error rates of nearest neighbor algorithms under deterministic labels and additional niceness-of-data assumptions."
110,41,http://jmlr.csail.mit.edu/proceedings/papers/v41/,Anytime Concurrent Clustering of Multiple Streams with an Indexing Tree,"Zhinoos Razavi Hesabi, Timos Sellis, Xiuzhen Zhang",none,http://jmlr.csail.mit.edu/proceedings/papers/v41/razavi15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v41/,,31st August 2015,42226,BigMine 2015 Proceedings,"4th International Workshop on Big Data, Streams and Heterogeneous Source Mining: Algorithms, Systems, Programming Models and Applications","Sydeny, Australia","Wei Fan, Albert Bifet, Qiang Yang, Philip S. Yu",v41_razavi15,http://jmlr.csail.mit.edu/proceedings/papers/v41/razavi15.html,"With the advancement of data generation technologies such as sensor networks, multiple data streams are continuously generated. Clustering multiple data streams is challenging as the requirement of clustering at anytime becomes more critical. We aim to cluster multiple data streams concurrently and in this paper we report our work in progress. ClusTree is an anytime clustering algorithm for a single stream. It uses a hierarchical tree structure to index micro-clusters, which are summary statistics for streaming data objects. We design a dynamic, concurrent indexing tree structure that extends the ClusTree structure to achieve more granular micro clusters (summaries) of multiple streams at any time. We devised algorithms to search, expand and update the hierarchical tree structure of storing micro clusters concurrently, along with an algorithm for anytime concurrent clustering of multiple streams. As this is work in progress, we plan to test our proposed algorithms, on sensor data sets, and evaluate the space and time complexity of creating and accessing micro-clusters. We will also evaluate the quality of clustering in terms of number of created clusters and compare our technique with other approaches."
111,7,http://jmlr.csail.mit.edu/proceedings/papers/v7/,Classification of Imbalanced Marketing Data with Balanced Random Sets,none,none,http://jmlr.csail.mit.edu/proceedings/papers/v7/nikulin09/nikulin09.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v7/,,4th December 2009,39992,KDD 2009,Proceedings of KDD-Cup 2009 competition,"Paris, France","Gideon Dror, Marc BoullÕ©, Isabelle Guyon, Vincent Lemaire, David Vogel.",v7_nikulin09,http://jmlr.csail.mit.edu/proceedings/papers/v7/nikulin09.html,With imbalanced data a classifier built using all of the data has the tendency to ignore the minority class. To overcome this problem we propose to use an ensemble classifier constructed on the basis of a large number of relatively small and balanced subsets where representatives from both patterns are to be selected randomly. As an outcome the system produces the matrix of linear regression coefficients whose rows represent the random sub- sets and the columns represent the features. Based on this matrix we make an assessment of how stable the influence of a particular feature is. It is proposed to keep in the model only features with stable influence. The final model represents an average of the base-learners which is not necessarily a linear regression. Proper data pre-processing is very important for the effectiveness of the whole system and it is proposed to reduce the original data to the most simple binary sparse format which is particularly convenient for the construction of decision trees. As a result any particular feature will be represented by several binary variables or bins which are absolutely equivalent in terms of data structure. This property is very important and may be used for feature selection. The proposed method exploits not only contributions of particular variables to the base-learners but also the diversity of such contributions. Test results against KDD-2009 competition datasets are presented.
112,37,http://jmlr.csail.mit.edu/proceedings/papers/v37/,Scalable Model Selection for Large-Scale Factorial Relational Models,"Chunchen Liu, Lu Feng, Ryohei Fujimaki, Yusuke Muraoka",none,http://jmlr.csail.mit.edu/proceedings/papers/v37/liub15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v37/,,1st June 2015,"Jul 6, 2015 - Jul 11, 2015 ",ICML 2015 Proceedings,International Conference on Machine Learning 2015,"Lille, France","Francis Bach, David Blei",v37_liub15,http://jmlr.csail.mit.edu/proceedings/papers/v37/liub15.html,"With a growing need to understand large-scale networks, factorial relational models, such as binary matrix factorization models (BMFs), have become important in many applications. Although BMFs have a natural capability to uncover overlapping group structures behind network data, existing inference techniques have issues of either high computational cost or lack of model selection capability, and this limits their applicability. For scalable model selection of BMFs, this paper proposes stochastic factorized asymptotic Bayesian (sFAB) inference that combines concepts in two recently-developed techniques: stochastic variational inference (SVI) and FAB inference. sFAB is a highly-efficient algorithm, having both scalability and an inherent model selection capability in a single inference framework. Empirical results show the superiority of sFAB/BMF in both accuracy and scalability over state-of-the-art inference methods for overlapping relational models."
113,15,http://jmlr.csail.mit.edu/proceedings/papers/v15/,Learning equivalence classes of acyclic models with latent and selection variables from multiple datasets with overlapping variables,"Robert Tillman, Peter Spirtes","15:3-15, 2011.",http://jmlr.csail.mit.edu/proceedings/papers/v15/tillman11a/tillman11a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v15/,,14th June 2011,"April 11-13, 2011",AISTATS 2011 Proceedings,Proceedings of the Fourteenth International Conference on Artificial Intelligence and Statistics,"Fort Lauderdale, FL, USA","Geoffrey Gordon, David Dunson, and Miroslav DudÕ_k",v15_tillman11a,http://jmlr.csail.mit.edu/proceedings/papers/v15/tillman11a.html,While there has been considerable research in learning probabilistic graphical models from data for predictive and causal inference almost all existing algorithms assume a single dataset of i.i.d. observations for all variables. For many applications it may be impossible or impractical to obtain such datasets but multiple datasets of i.i.d. observations for different subsets of these variables may be available. Tillman et al. (2009) showed how directed graphical models learned from such datasets can be integrated to construct an equivalence class of structures over all variables. While their procedure is correct it assumes that the structures integrated do not entail contradictory conditional independences and dependences for variables in their intersections. While this assumption is reasonable asymptotically it rarely holds in practice with finite samples due to the frequency of statistical errors. We propose a new correct procedure for learning such equivalence classes directly from the multiple datasets which avoids this problem and is thus more practically useful. Empirical results indicate our method is not only more accurate but also faster and requires less memory.
114,32,http://jmlr.csail.mit.edu/proceedings/papers/v32/,Efficient Algorithms for Robust One-bit Compressive Sensing,"Lijun Zhang, Jinfeng Yi, Rong Jin",none,http://jmlr.csail.mit.edu/proceedings/papers/v32/zhangc14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v32/,http://jmlr.csail.mit.edu/proceedings/papers/v32/zhangc14-supp.zip,18th June 2014,"Jun 21, 2014 - Jun 26, 2014 ",ICML 2014 Proceedings,Proceedings of The 31st International Conference on Machine Learning,"Beijing, China","Eric P. Xing, Tony Jebara",v32_zhangc14,http://jmlr.csail.mit.edu/proceedings/papers/v32/zhangc14.html,"While the conventional compressive sensing assumes measurements of infinite precision, one-bit compressive sensing considers an extreme setting where each measurement is quantized to just a single bit. In this paper, we study the vector recovery problem from noisy one-bit measurements, and develop two novel algorithms with formal theoretical guarantees. First, we propose a passive algorithm, which is very efficient in the sense it only needs to solve a convex optimization problem that has a closed-form solution. Despite the apparent simplicity, our theoretical analysis reveals that the proposed algorithm can recover both the exactly sparse and the approximately sparse vectors. In particular, for a sparse vector with \(s\) nonzero elements, the sample complexity is \(O(s \log n/\epsilon^2)\) , where \(n\) is the dimensionality and \(\epsilon\) is the recovery error. This result improves significantly over the previously best known sample complexity in the noisy setting, which is \(O(s \log n/\epsilon^4)\) . Second, in the case that the noise model is known, we develop an adaptive algorithm based on the principle of active learning. The key idea is to solicit the sign information only when it cannot be inferred from the current estimator. Compared with the passive algorithm, the adaptive one has a lower sample complexity if a high-precision solution is desired."
115,21,http://jmlr.csail.mit.edu/proceedings/papers/v21/,Learning Substitutable Binary Plane Graph Grammars,"R_mi Eyraud, Jean-Christophe Janodet and Tim Oates","21:114-128, 2012.",http://jmlr.csail.mit.edu/proceedings/papers/v21/eyraud12a/eyraud12a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v21/,,16th August 2012,"September 5-8, 2012",ICGI 2012 Proceedings,Proceedings of the Eleventh International Conference on Grammatical Inference,"Maryland, United States","Jeffrey Heinz, Colin de la Higuera, and Tim Oates",v21_eyraud12a,http://jmlr.csail.mit.edu/proceedings/papers/v21/eyraud12a.html,While some heuristics exist for the learning of graph grammars few has been done on the theoretical side. Due to complexity issues the class of graphs has to be restricted: this paper deals with the subclass of plane graphs which correspond to drawings of planar graphs. This allows us to introduce a new kind of graph grammars using a face-replacement mechanism. To learn them we extend recent successful techniques developed for string grammars and based on a property on target languages: the substitutability property. We show how this property can be extended to plane graph languages and finally state the first identification in the limit result for a class of graph grammars as far as we know.
116,9,http://jmlr.csail.mit.edu/proceedings/papers/v9/,Collaborative Filtering via Rating Concentration,"Bert Huang, Tony Jebara","9:334-341, 2010.",http://jmlr.csail.mit.edu/proceedings/papers/v9/huang10a/huang10a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v9,,31st March 2010,"May 13-15, 2010",AISTATS 2010 Proceedings,Proceedings of the Thirteenth International Conference on Artificial Intelligence and Statistics,"Chia Laguna Resort, Sardinia, Italy",Yee Whye Teh and Mike Titterington,v9_huang10a,http://jmlr.csail.mit.edu/proceedings/papers/v9/huang10a.html,While most popular collaborative filtering methods use low-rank matrix factorization and parametric density assumptions this article proposes an approach based on distribution-free concentration inequalities. Using agnostic hierarchical sampling assumptions functions of observed ratings are provably close to their expectations over query ratings on average. A joint probability distribution over queries of interest is estimated using maximum entropy regularization. The distribution resides in a convex hull of allowable candidate distributions which satisfy concentration inequalities that stem from the sampling assumptions. The method accurately estimates rating distributions on synthetic and real data and is competitive with low rank and parametric methods which make more aggressive assumptions about the problem.
117,38,http://jmlr.csail.mit.edu/proceedings/papers/v38/,"Gamma Processes, Stick-Breaking, and Variational Inference","Anirban Roychowdhury, Brian Kulis",none,http://jmlr.csail.mit.edu/proceedings/papers/v38/roychowdhury15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v38/,http://jmlr.csail.mit.edu/proceedings/papers/v38/roychowdhury15-supp.pdf,21st February 2015,"May 9 - 12, 2015",AISTATS 2015 Proceedings,The 18th International Conference on  Artificial Intelligence and Statistics,"San Diego, California, USA","Guy Lebanon, S.V.N. Vishwanathan",v38_roychowdhury15,http://jmlr.csail.mit.edu/proceedings/papers/v38/roychowdhury15.html,"While most Bayesian nonparametric models in machine learning have focused on the Dirichlet process, the beta process, or their variants, the gamma process has recently emerged as a useful nonparametric prior in its own right. Current inference schemes for models involving the gamma process are restricted to MCMC-based methods, which limits their scalability. In this paper, we present a variational inference framework for models involving gamma process priors. Our approach is based on a novel stick-breaking constructive definition of the gamma process. We prove correctness of this stick-breaking process by using the characterization of the gamma process as a completely random measure (CRM), and we explicitly derive the rate measure of our construction using Poisson process machinery. We also derive error bounds on the truncation of the infinite process required for variational inference, similar to the truncation analyses for other nonparametric models based on the Dirichlet and beta processes. Our representation is then used to derive a variational inference algorithm for a particular Bayesian nonparametric latent structure formulation known as the infinite Gamma-Poisson model, where the latent variables are drawn from a gamma process prior with Poisson likelihoods. Finally, we present results for our algorithm on non-negative matrix factorization tasks on document corpora, and show that we compare favorably to both sampling-based techniques and variational approaches based on beta-Bernoulli priors, as well as a direct DP-based construction of the gamma process."
118,32,http://jmlr.csail.mit.edu/proceedings/papers/v32/,Globally Convergent Parallel MAP LP Relaxation Solver using the Frank-Wolfe Algorithm,"Alexander Schwing, Tamir Hazan, Marc Pollefeys, Raquel Urtasun",none,http://jmlr.csail.mit.edu/proceedings/papers/v32/schwing14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v32/,,18th June 2014,"Jun 21, 2014 - Jun 26, 2014 ",ICML 2014 Proceedings,Proceedings of The 31st International Conference on Machine Learning,"Beijing, China","Eric P. Xing, Tony Jebara",v32_schwing14,http://jmlr.csail.mit.edu/proceedings/papers/v32/schwing14.html,"While MAP inference is typically intractable for many real-world applications, linear programming relaxations have been proven very effective. Dual block-coordinate descent methods are among the most efficient solvers, however, they are prone to get stuck in sub-optimal points. Although subgradient approaches achieve global convergence, they are typically slower in practice. To improve convergence speed, algorithms which compute the steepest \(\epsilon\) -descent direction by solving a quadratic program have been proposed. In this paper we suggest to decouple the quadratic program based on the Frank-Wolfe approach. This allows us to obtain an efficient and easy to parallelize algorithm while retaining the global convergence properties. Our method proves superior when compared to existing algorithms on a set of spin-glass models and protein design tasks."
119,15,http://jmlr.csail.mit.edu/proceedings/papers/v15/,Deep Sparse Rectifier Neural Networks,"Xavier Glorot, Antoine Bordes, Yoshua Bengio","15:315-323, 2011.",http://jmlr.csail.mit.edu/proceedings/papers/v15/glorot11a/glorot11a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v15/,,14th June 2011,"April 11-13, 2011",AISTATS 2011 Proceedings,Proceedings of the Fourteenth International Conference on Artificial Intelligence and Statistics,"Fort Lauderdale, FL, USA","Geoffrey Gordon, David Dunson, and Miroslav DudÕ_k",v15_glorot11a,http://jmlr.csail.mit.edu/proceedings/papers/v15/glorot11a.html,While logistic sigmoid neurons are more biologically plausible than hyperbolic tangent neurons the latter work better for training multi-layer neural networks. This paper shows that rectifying neurons are an even better model of biological neurons and yield equal or better performance than hyperbolic tangent networks in spite of the hard non-linearity and non-differentiability at zero creating sparse representations with true zeros which seem remarkably suitable for naturally sparse data. Even though they can take advantage of semi-supervised setups with extra-unlabeled data deep rectifier networks can reach their best performance without requiring any unsupervised pre-training on purely supervised tasks with large labeled datasets. Hence these results can be seen as a new milestone in the attempts at understanding the difficulty in training deep but purely supervised neural networks and closing the performance gap between neural networks learnt with and without unsupervised pre-training.
120,23,http://jmlr.csail.mit.edu/proceedings/papers/v23/,Autonomous Exploration For Navigating In MDPs,Shiau Hong Lim and Peter Auer,none,http://jmlr.csail.mit.edu/proceedings/papers/v23/lim12/lim12.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v23/,,16th June 2012,"June 25-27, 2012",COLT 2012,Proceedings of the 25th Annual Conference on Learning Theory,"Edinburgh, Scotland","Shie Mannor, Nathan Srebro, Robert C. Williamson",v23_lim12,http://jmlr.csail.mit.edu/proceedings/papers/v23/lim12.html,"While intrinsically motivated learning agents hold considerable promise to overcome limitations of more supervised learning systems, quantitative evaluation and theoretical analysis of such agents are difficult. We propose to consider a restricted setting for autonomous learning where systematic evaluation of learning performance is possible. In this setting the agent needs to learn to navigate in a Markov Decision Process where extrinsic rewards are not present or are ignored. We present a learning algorithm for this scenario and evaluate it by the amount of exploration it uses to learn the environment."
121,38,http://jmlr.csail.mit.edu/proceedings/papers/v38/,Dimensionality estimation without distances,"Matth_us Kleindessner, Ulrike von Luxburg",none,http://jmlr.csail.mit.edu/proceedings/papers/v38/kleindessner15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v38/,,21st February 2015,"May 9 - 12, 2015",AISTATS 2015 Proceedings,The 18th International Conference on  Artificial Intelligence and Statistics,"San Diego, California, USA","Guy Lebanon, S.V.N. Vishwanathan",v38_kleindessner15,http://jmlr.csail.mit.edu/proceedings/papers/v38/kleindessner15.html,"While existing methods for estimating the intrinsic dimension of datasets require to know distances between data points, we consider a situation where one has considerably less information. Given a sample of points, all we get to see is who are the k nearest neighbors of every point. In other words, we get the adjacency matrix of the directed, unweighted k-nearest neighbor graph on the sample, but do not know any point coordinates or distances between the points. We provide two estimators for this situation, a naive one and a more elaborate one. Both of them can be proved to be statistically consistent. However, further theoretical and experimental evidence shows that the naive estimator performs rather poorly, whereas the elaborate one achieves results comparable to those of estimators based on distance information."
122,22,http://jmlr.csail.mit.edu/proceedings/papers/v22/,Online Incremental Feature Learning with Denoising Autoencoders,"Guanyu Zhou, Kihyuk Sohn, Honglak Lee",none,http://jmlr.csail.mit.edu/proceedings/papers/v22/zhou12b/zhou12b.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v22/,,21st March 2012,"April 21-23, 2012",AISTATS 2012 Proceedings,Proceedings of the Fifteenth International Conference on Artificial Intelligence and Statistics,"La Palma, Canary Islands",Neil Lawrence and Mark Girolami,v22_zhou12b,http://jmlr.csail.mit.edu/proceedings/papers/v22/zhou12b.html,While determining model complexity is an important problem in machine learning many feature learning algorithms rely on cross-validation to choose an optimal number of features which is usually infeasible for online learning from a massive stream of data. In this paper we propose an incremental feature learning algorithm to determine the optimal model complexity for large-scale online datasets based on the denoising autoencoder. This algorithm is composed of two processes: adding features and merging features. Specifically it adds new features to minimize the objective function's residual and merges similar features to obtain a compact feature representation and prevent over-fitting. Our experiments show that the model quickly converges to the optimal number of features in a large-scale online setting and outperforms the (non-incremental) denoising autoencoder as well as deep belief networks and stacked denoising autoencoders for classification tasks. Further the algorithm is particularly effective in recognizing new patterns when the data distribution changes over time in the massive online data stream.
123,28,http://jmlr.csail.mit.edu/proceedings/papers/v28/,Algorithms for Direct 0_1 Loss Optimization in Binary Classification,"Tan Nguyen, Scott Sanner",none,http://jmlr.csail.mit.edu/proceedings/papers/v28/nguyen13a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v28/,,15th February 2013,"June 17 _ June 19, 2013.",ICML 2013 Proceedings,30th International Conference on Machine Learning ,"Atlanta, USA",Sanjoy Dasgupta and David McAllester,v28_nguyen13a,http://jmlr.csail.mit.edu/proceedings/papers/v28/nguyen13a.html,"While convex losses for binary classification are attractive due to the existence of numerous (provably) efficient methods for finding their global optima, they are sensitive to outliers. On the other hand, while the non-convex 0_1 loss is robust to outliers, it is NP-hard to optimize and thus rarely directly optimized in practice. In this paper, however, we do just that: we explore a variety of practical methods for direct (approximate) optimization of the 0_1 loss based on branch and bound search, combinatorial search, and coordinate descent on smooth, differentiable relaxations of 0_1 loss. Empirically, we compare our proposed algorithms to logistic regression, SVM, and the Bayes point machine showing that the proposed 0_1 loss optimization algorithms perform at least as well and offer a clear advantage in the presence of outliers. To this end, we believe this work reiterates the importance of 0_1 loss and its robustness properties while challenging the notion that it is difficult to directly optimize."
124,37,http://jmlr.csail.mit.edu/proceedings/papers/v37/,Active Nearest Neighbors in Changing Environments,"Christopher Berlind, Ruth Urner",none,http://jmlr.csail.mit.edu/proceedings/papers/v37/berlind15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v37/,http://jmlr.csail.mit.edu/proceedings/papers/v37/berlind15-supp.pdf,1st June 2015,"Jul 6, 2015 - Jul 11, 2015 ",ICML 2015 Proceedings,International Conference on Machine Learning 2015,"Lille, France","Francis Bach, David Blei",v37_berlind15,http://jmlr.csail.mit.edu/proceedings/papers/v37/berlind15.html,"While classic machine learning paradigms assume training and test data are generated from the same process, domain adaptation addresses the more realistic setting in which the learner has large quantities of labeled data from some source task but limited or no labeled data from the target task it is attempting to learn. In this work, we give the first formal analysis showing that using active learning for domain adaptation yields a way to address the statistical challenges inherent in this setting. We propose a novel nonparametric algorithm, ANDA, that combines an active nearest neighbor querying strategy with nearest neighbor prediction. We provide analyses of its querying behavior and of finite sample convergence rates of the resulting classifier under covariate shift. Our experiments show that ANDA successfully corrects for dataset bias in multi-class image categorization."
125,5,http://jmlr.csail.mit.edu/proceedings/papers/v5/,The Difficulty of Training Deep Architectures and the Effect of Unsupervised Pre-Training,"Dumitru Erhan, Pierre-Antoine Manzagol, Yoshua Bengio, Samy Bengio, Pascal Vincent","5:153-160, 2009.",http://jmlr.csail.mit.edu/proceedings/papers/v5/erhan09a/erhan09a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v5/,,15th April 2009,"April 16-18, 2009",AISTATS 2009 Proceedings,Proceedings of the Twelfth International Conference on Artificial Intelligence and Statistics,"Clearwater Beach, Florida ,USA",David van Dyk and Max Welling,v5_erhan09a,http://jmlr.csail.mit.edu/proceedings/papers/v5/erhan09a.html,Whereas theoretical work suggests that deep architectures might be more efficient at representing highly-varying functions training deep architectures was unsuccessful until the recent advent of algorithms based on unsupervised pretraining. Even though these new algorithms have enabled training deep models many questions remain as to the nature of this difficult learning problem. Answering these questions is important if learning in deep architectures is to be further improved. We attempt to shed some light on these questions through extensive simulations. The experiments confirm and clarify the advantage of unsupervised pre-training. They demonstrate the robustness of the training procedure with respect to the random initialization the positive effect of pre-training in terms of optimization and its role as a kind of regularizer. We show the influence of architecture depth model capacity and number of training examples.
126,4,http://jmlr.csail.mit.edu/proceedings/papers/v4/,Unsupervised Variable Selection: when random rankings sound as irrelevancy,S_bastien Gu_rif,"4:163-177, 2008.",http://jmlr.csail.mit.edu/proceedings/papers/v4/guerif08a/guerif08a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v4/,,11th September 2008,"September 15, 2008,",New Challenges for Feature Selection in Data Mining and Knowledge Discovery,New challenges for feature selection in data mining and knowledge discovery,"Antwerp, Belgium","Yvan Saeys, Huan Liu, IÕ±aki Inza, Louis Wehenkel and Yves Van de Peer",v4_guerif08a,http://jmlr.csail.mit.edu/proceedings/papers/v4/guerif08a.html,Whereas the variable selection has been extensively studied in the context of supervised learning the unsupervised variable selection has attracted attention of researchers more recently as the available amount of unlabeled data has exploded. Many unsupervised variable ranking criteria were proposed and their relevance is usually demonstrated using either external cluster validity indexes or the accuracy of a classifier which are both supervised criteria. Actually the major issue of the variable subset selection according to a ranking measure has been adressed only by few authors in the unsupervised learning context. In this paper we propose to combine multiple ranking to go ahead toward a stable consensus variable subset in a totally unsupervised fashion.
127,9,http://jmlr.csail.mit.edu/proceedings/papers/v9/,Understanding the difficulty of training deep feedforward neural networks,"Xavier Glorot, Yoshua Bengio","9:249-256, 2010.",http://jmlr.csail.mit.edu/proceedings/papers/v9/glorot10a/glorot10a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v9,,31st March 2010,"May 13-15, 2010",AISTATS 2010 Proceedings,Proceedings of the Thirteenth International Conference on Artificial Intelligence and Statistics,"Chia Laguna Resort, Sardinia, Italy",Yee Whye Teh and Mike Titterington,v9_glorot10a,http://jmlr.csail.mit.edu/proceedings/papers/v9/glorot10a.html,Whereas before 2006 it appears that deep multi-layer neural networks were not successfully trained since then several algorithms have been shown to successfully train them with experimental results showing the superiority of deeper vs less deep architectures. All these experimental results were obtained with new initialization or training mechanisms. Our objective here is to understand better why standard gradient descent from random initialization is doing so poorly with deep neural networks to better understand these recent relative successes and help design better algorithms in the future. We first observe the influence of the non-linear activations functions. We find that the logistic sigmoid activation is unsuited for deep networks with random initialization because of its mean value which can drive especially the top hidden layer into saturation. Surprisingly we find that saturated units can move out of saturation by themselves albeit slowly and explaining the plateaus sometimes seen when training neural networks. We find that a new non-linearity that saturates less can often be beneficial. Finally we study how activations and gradients vary across layers and during training with the idea that training may be more difficult when the singular values of the Jacobian associated with each layer are far from 1. Based on these considerations we propose a new initialization scheme that brings substantially faster convergence.
128,37,http://jmlr.csail.mit.edu/proceedings/papers/v37/,Multi-view Sparse Co-clustering via Proximal Alternating Linearized Minimization,"Jiangwen Sun, Jin Lu, Tingyang Xu, Jinbo Bi",none,http://jmlr.csail.mit.edu/proceedings/papers/v37/sunb15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v37/,http://jmlr.csail.mit.edu/proceedings/papers/v37/sunb15-supp.pdf,1st June 2015,"Jul 6, 2015 - Jul 11, 2015 ",ICML 2015 Proceedings,International Conference on Machine Learning 2015,"Lille, France","Francis Bach, David Blei",v37_sunb15,http://jmlr.csail.mit.edu/proceedings/papers/v37/sunb15.html,"When multiple views of data are available for a set of subjects, co-clustering aims to identify subject clusters that agree across the different views. We explore the problem of co-clustering when the underlying clusters exist in different subspaces of each view. We propose a proximal alternating linearized minimization algorithm that simultaneously decomposes multiple data matrices into sparse row and columns vectors. This approach is able to group subjects consistently across the views and simultaneously identify the subset of features in each view that are associated with the clusters. The proposed algorithm can globally converge to a critical point of the problem. A simulation study validates that the proposed algorithm can identify the hypothesized clusters and their associated features. Comparison with several latest multi-view co-clustering methods on benchmark datasets demonstrates the superior performance of the proposed approach."
129,38,http://jmlr.csail.mit.edu/proceedings/papers/v38/,Scalable Optimization of Randomized Operational Decisions in Adversarial Classification Settings,"Bo Li, Yevgeniy Vorobeychik",none,http://jmlr.csail.mit.edu/proceedings/papers/v38/li15a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v38/,http://jmlr.csail.mit.edu/proceedings/papers/v38/li15a-supp.pdf,21st February 2015,"May 9 - 12, 2015",AISTATS 2015 Proceedings,The 18th International Conference on  Artificial Intelligence and Statistics,"San Diego, California, USA","Guy Lebanon, S.V.N. Vishwanathan",v38_li15a,http://jmlr.csail.mit.edu/proceedings/papers/v38/li15a.html,"When learning, such as classification, is used in adversarial settings, such as intrusion detection, intelligent adversaries will attempt to evade the resulting policies. The literature on adversarial machine learning aims to develop learning algorithms which are robust to such adversarial evasion, but exhibits two significant limitations: a) failure to account for operational constraints and b) a restriction that decisions are deterministic. To overcome these limitations, we introduce a conceptual separation between learning, used to infer attacker preferences, and operational decisions, which account for adversarial evasion, enforce operational constraints, and naturally admit randomization. Our approach gives rise to an intractably large linear program. To overcome scalability limitations, we introduce a novel method for estimating a compact parity basis representation for the operational decision function. Additionally, we develop an iterative constraint generation approach which embeds adversaryês best response calculation, to arrive at a scalable algorithm for computing near-optimal randomized operational decisions. Extensive experiments demonstrate the efficacy of our approach."
130,22,http://jmlr.csail.mit.edu/proceedings/papers/v22/,Nonlinear low-dimensional regression using auxiliary coordinates,"Weiran Wang, Miguel Carreira-Perpinan",none,http://jmlr.csail.mit.edu/proceedings/papers/v22/wang12/wang12.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v22/,,21st March 2012,"April 21-23, 2012",AISTATS 2012 Proceedings,Proceedings of the Fifteenth International Conference on Artificial Intelligence and Statistics,"La Palma, Canary Islands",Neil Lawrence and Mark Girolami,v22_wang12,http://jmlr.csail.mit.edu/proceedings/papers/v22/wang12.html,When doing regression with inputs and outputs that are high-dimensional it often makes sense to reduce the dimensionality of the inputs before mapping to the outputs. Much work in statistics and machine learning such as reduced-rank regression slice inverse regression and their variants has focused on linear dimensionality reduction or on estimating the dimensionality reduction first and then the mapping. We propose a method where both the dimensionality reduction and the mapping can be nonlinear and are estimated jointly. Our key idea is to define an objective function where the low-dimensional coordinates are free parameters in addition to the dimensionality reduction and the mapping. This has the effect of decoupling many groups of parameters from each other affording a far more effective optimization than if using a deep network with nested mappings and to use a good initialization from slice inverse regression or spectral methods. Our experiments with image and robot applications show our approach to improve over direct regression and various existing approaches.
